id,common_name,vietnamese_name,scientific_name,bird_order,family,description,distribution,diet,conservation_status
442,Scarlet Ibis,Cò quăm đỏ,Eudocimus ruber,Pelecaniformes - Bộ Bồ nông,Threskiornithidae - Họ chim diệc,"Scarlet Ibis là một loài chim có kích thước trung bình, dài khoảng 56-61 cm. Chim trưởng thành có bộ lông hoàn toàn màu đỏ tươi, đôi chân và mỏ dài màu đen. Chim non và chim cái có bộ lông màu xám sáng và màu cam hơi đỏ.","Scarlet Ibis được tìm thấy chủ yếu ở khu vực vùng nhiệt đới và cận nhiệt đới của miền nam Mỹ, bao gồm Nam Florida, Trung Mỹ, và Nam Mỹ. Chúng sống trong các môi trường như đầm lầy, khu rừng ngập mặn và bãi cát ven biển.","Loài chim này chủ yếu ăn động vật phù du như con giun, cua, cá và ốc. Chúng cũng có thể ăn côn trùng, một số loại thực vật và một số loài cá nhỏ.",Least Concern - Ít quan tâm
443,Scarlet Macaw,Vẹt đỏ đuôi dài,Ara macao,Psittaciformes - Bộ Vẹt,Psittacidae - Họ Vẹt,"Scarlet Macaw là một loài chim lớn, có chiều dài khoảng 81-96 cm. Chúng có bộ lông rực rỡ với lưng màu xanh biển sáng, đầu và ngực màu đỏ sáng, cánh màu xanh lam và một vùng trắng ở mặt trước của cánh. Mỏ của chúng lớn, mạnh mẽ và màu trắng.","Scarlet Macaw sống ở khu vực rừng nhiệt đới và cận nhiệt đới ở Trung và Nam Mỹ, bao gồm Mexico, Trung Mỹ và Nam Mỹ. Chúng thường được tìm thấy trong rừng mưa nguyên sinh, rừng ven biển và các khu vực đồng cỏ.","Loài chim này ăn chủ yếu là quả cây, hạt và trái cây. Scarlet Macaw cũng có thể ăn một số loài cây và thực vật khác trong môi trường sống của chúng.",Least Concern - Ít quan tâm
444,Scarlet Tanager,,Piranga olivacea,Passeriformes - Bộ Sẻ,Cardinalidae - Họ Hồng tước,"Scarlet Tanager là một loài chim có kích thước trung bình, đực và mái có lối màu sắc khác nhau. Đực có bộ lông màu đỏ rực, đầu màu đen, và cánh màu đen với đường trắng. Mái có bộ lông màu nâu xám trên lưng và màu vàng đồng ở dưới. Mỏ và chân của cả đực và mái đều màu đen.","Scarlet Tanager sinh sống ở khu vực rừng rậm và rừng lá rụng của Bắc Mỹ, từ miền nam Canada đến Trung Mỹ. Chúng di cư vào mùa đông và thường được tìm thấy trong các khu rừng nhiệt đới ở Trung Mỹ và Nam Mỹ.",Loài chim này chủ yếu ăn côn trùng và các loại quả như quả mọng và quả hạch. Chúng cũng có thể ăn một số loại mật hoa và mật ong.,Least Concern - Ít quan tâm
445,Shoebill,Cò mỏ giày,Balaeniceps rex,Pelecaniformes - Bộ Bồ nông,Balaenicipitidae,"Shoebill là một loài chim có kích thước lớn với hình dạng đặc biệt. Chúng có mỏ dài và rộng giống như một cái giày, đặc trưng cho tên gọi của chúng. Màu lông chủ yếu của Shoebill là xám xanh đậm, có một vòng màu đen quanh mắt và một mảng màu trắng trên ngực.","Shoebill sinh sống chủ yếu tại các vùng đầm lầy và khu vực nước ngọt trong khu vực Đông Phi, bao gồm các quốc gia như Sudan, Uganda, Tanzania, Zambia và Congo. Chúng thường được tìm thấy trong các hệ sinh thái đầm lầy, hồ, sông và vùng đồng cỏ.","Loài chim này chủ yếu ăn cá, cá trê và các loại động vật nhỏ khác như ếch, tôm, ốc, và đôi khi cả rắn.",Vulnerable - Bị đe doạ
446,Short-billed Dowitcher,,Limnodromus griseus,Charadriiformes - Bộ Cun cút,Scolopacidae - Họ Rẽ,"Short-billed Dowitcher là một loài chim có kích thước trung bình, dài khoảng 28-32 cm. Chúng có mỏ dài và cong, với lông mày và lông dưới đuôi màu trắng. Lông của Short-billed Dowitcher có màu xám nâu pha sẫm và có các sọc đậm và mảng nhạt trên cánh.","Short-billed Dowitcher có phạm vi phân bố rộng, sinh sống ở các vùng đầm lầy, bãi cát và vùng cỏ ngập nước ở Bắc Mỹ, từ Alaska và Canada xuống đến các bang miền trung và đông của Hoa Kỳ. Loài chim này cũng di cư đến các vùng nhiệt đới và cận nhiệt đới trong kỳ nghỉ mùa đông.","Short-billed Dowitcher là loài chim ăn đa dạng thức ăn, bao gồm côn trùng, giun, ốc, con nhộng và các loại hải sản nhỏ khác. Chúng thường cắm mỏ xuống nước hoặc đất để tìm kiếm mồi.",Least Concern - Ít quan tâm
447,Smith's Longspur,,Calcarius pictus,Passeriformes - Bộ Sẻ,Calcariidae,Smith's Longspur là một loài chim nhỏ có kích thước khoảng 13-15 cm. Chim đực có lông đầu màu nâu với vạch đen phía trên mắt và vạch trắng ở bên cổ. Lưng và cánh có màu nâu sẫm với các đốm màu trắng và nâu đậm. Chim cái và chim non có lông màu nâu nhạt với các đốm và vạch nhạt hơn.,Smith's Longspur sinh sống trong các vùng cỏ ngắn và cỏ cụt ở Bắc Mỹ. Chúng có phạm vi phân bố từ Alaska và Canada xuống đến miền trung và miền tây của Hoa Kỳ. Loài chim này cũng di cư đến các vùng đông Nam Mỹ trong mùa đông.,"Smith's Longspur chủ yếu ăn hạt cỏ và cỏ non, cũng như côn trùng nhỏ và các loài côn trùng.",Least Concern - Ít quan tâm
448,Snow Goose,Ngỗng tuyết,Anser caerulescens,Anseriformes - Bộ Ngỗng,Anatidae - Họ Vịt,"Snow Goose là một loài chim có kích thước trung bình, với cơ thể tròn, cổ ngắn và mỏ ngắn. Một phần lớn chim có bộ lông màu trắng, tuy nhiên, có một biến thể được gọi là ""Blue Goose"" có màu xám xanh hoặc xám trên cơ thể. Chim trưởng thành có mào trắng dài ở đỉnh đầu. Chim non thường có màu xám nâu với các đốm nhỏ trắng.","Snow Goose có phạm vi phân bố rộng từ Bắc Mỹ đến miền trung và miền đông Siberia. Chúng sinh sống trong các khu vực đồng cỏ, đầm lầy, ao rừng và đồng cỏ ở môi trường đất thấp. Loài chim này có thói quen di cư, di chuyển từ khu vực sinh sản ở Bắc Mỹ sang khu vực qua đông ở Mỹ trung tâm và Nam Mỹ.","Snow Goose chủ yếu ăn cỏ, cỏ cỏ và các loại cây nổi trên mặt nước. Chúng cũng có thể ăn hạt, rễ cây, mồng và các loại thực vật khác.",Least Concern - Ít quan tâm
449,Snow Partridge,Gà so tuyết,Lerwa lerwa,Galliformes - Bộ Gà,Phasianidae - Họ Trĩ,"Snow Partridge là một loài chim thuộc họ Gà có kích thước trung bình. Chúng có lông màu xám trắng pha chút xám đen trên phần lưng và cánh, cổ và ngực có màu trắng, mắt và mỏ màu đen. Chim trưởng thành có đuôi dạng quạt và chân màu xám.","Snow Partridge phân bố chủ yếu trong dãy Himalaya, từ miền bắc Pakistan và tây nam Trung Quốc qua Nepal, Bhutan, Ấn Độ, Myanmar và Thái Lan. Chúng sinh sống ở vùng núi cao, đồng cỏ, bụi cây và rừng sương mù.","Snow Partridge ăn chủ yếu các loại thực vật như cỏ, lá, quả và hạt. Chúng thường tìm kiếm thức ăn trên mặt đất, đào lên để tìm kiếm côn trùng và rễ cây.",Least Concern - Ít quan tâm
450,Snowy Egret,Cò tuyết,Egretta thula,Pelecaniformes - Bộ Bồ nông,Ardeidae - Họ Diệc,"Snowy Egret là một loài chim có kích thước trung bình, có thân hình mảnh khảnh và cổ dài. Chim trưởng thành có lông màu trắng tinh khiết, chân màu đen và mỏ màu đen sắc nét. Một đặc điểm nổi bật của loài chim này là bộ lông hồng nổi bật trên lưng vào mùa sinh sản.","Snowy Egret phân bố rộng khắp trên các vùng ven biển, vùng đồng cỏ và hệ thống sông suối của Bắc Mỹ, Trung Mỹ, Nam Mỹ và các đảo Caribe. Chúng thường sinh sống gần các vùng nước ngọt hoặc nước mặn, như đầm lầy, ao rừng và bờ biển.","Snowy Egret là loài chim ăn đa dạng thức ăn, bao gồm cá, ếch, giun, cua, tôm, ốc và các loại côn trùng nước. Chúng thường đi săn bằng cách đứng yên hoặc di chuyển chậm trong nước và sử dụng mỏ nhọn dài để bắt mồi.",Least Concern - Ít quan tâm
451,Snowy Owl,Cú tuyết,Bubo scandiacus,Strigiformes - Bộ Cú,Strigidae - Họ Cú mèo,"Snowy Owl là một loài chim cỡ lớn với lông màu trắng tuyết, có cơ thể to và đầu tròn. Đặc điểm nổi bật của loài này là mảng màu đen trên mặt, mỏ màu đen và mắt màu vàng hoặc vàng cam. Chim trống thường có lông màu trắng tinh khiết, trong khi chim mái có lông có đốm đen trên cơ thể.","Snowy Owl sinh sống ở vùng Bắc Cực, bao gồm các khu vực như Bắc Mỹ, Các quốc gia Baltic, Cộng hòa Nhân dân Trung Hoa, Nga và các vùng đất băng giá khác trên thế giới. Chúng thích nghi với môi trường lạnh và sống chủ yếu trên cánh đồng tuyết và các khu vực cỏ cây.","Snowy Owl là loài chim săn mồi và thức ăn chủ yếu của chúng là các loài gặm nhấm như lemming, chuột, thỏ và chim nhỏ. Chúng có khả năng bay yên lặng và tấn công bất ngờ để bắt mồi.",Vulnerable - Bị đe doạ
452,Snowy Plover,,Charadrius nivosus,Charadriiformes - Bộ Cun cút,Charadriidae - Họ Choi choi,"Snowy Plover là một loài chim nhỏ có kích thước khoảng 15-17 cm. Chim trưởng thành có lưng màu nâu nhạt hoặc màu xám, cổ và vùng ngực dưới màu trắng sáng. Chim non có màu xám nhạt và có vằn đen trên thân. Mỏ nhỏ và chân màu hồng nhạt.","Snowy Plover phân bố rải rác trên các bãi biển và hồ nước mặn ở Bắc Mỹ, Trung Mỹ và Nam Mỹ. Chúng có thể được tìm thấy từ California và Texas ở Hoa Kỳ xuống tới bờ biển của Mexico và Trung Mỹ, cũng như các vùng biển ven biển của Nam Mỹ.","Snowy Plover ăn chủ yếu các loại côn trùng nhỏ, giun đất và các hạt nhỏ. Chúng tìm kiếm thức ăn trên bãi biển cát, đầm lầy và các vùng đất ngập nước.",Least Concern - Ít quan tâm
453,Snowy Sheathbill,,Chionis albus,Charadriiformes - Bộ Cun cút,Chionidae,"Snowy Sheathbill là một loài chim trắng nhỏ, có chiều dài khoảng 38-43 cm. Chúng có mỏ màu vàng, chân màu hồng và một vỏ bụng dày để bảo vệ khỏi lạnh và ẩm. Lông trên cánh và đuôi của chim trưởng thành có màu trắng, trong khi lông trên đầu và lưng có màu xám nhạt.","Snowy Sheathbill sinh sống chủ yếu trên bờ biển và đảo của Nam Cực, bao gồm các vùng đất trống lạnh lùng của Nam Georgia và quần đảo South Orkney. Chúng cũng có thể tìm thấy trong các khu vực khác nhau của vùng Nam Cực như Nam Shetland và bờ biển của Antarctica.","Snowy Sheathbill là một loài chim săn mồi tồn tại chủ yếu bằng việc ăn xác thối và chất thải từ các loài động vật khác, bao gồm cả linh dương biển, chim cánh cụt và lợn biển. Chúng cũng ăn các loại thực vật biển như tảo và rong biển.",Least Concern - Ít quan tâm
454,Sora,,Porzana carolina,Gruiformes - Bộ Sếu,Rallidae - Họ Gà nước,"Sora là một loài chim có kích thước nhỏ, đạt chiều dài khoảng 20-23 cm. Chúng có màu lông từ nâu đến nâu xám pha trắng, với một dải cổ màu xám và một mỏ màu vàng xanh. Chim đực và chim cái có vẻ ngoài tương tự nhau.","Sora sinh sống chủ yếu ở miền nam Canada, Hoa Kỳ và Trung Mỹ. Chúng thường được tìm thấy trong các khu vực đầm lầy, ao rừng, và bãi cát với nước nông và có cỏ mục. Loài này di cư vào mùa đông và di chuyển đến các vùng ấm hơn, bao gồm miền nam Hoa Kỳ, Meksico và Trung Mỹ.","Sora là loài chim ăn cỏ và thức ăn chủ yếu của chúng bao gồm hạt cỏ, hạt cỏ lục, hạt cỏ nước và các loại hạt nhỏ khác. Chúng cũng ăn côn trùng, giun và các sinh vật thủy sinh nhỏ khác.",Least Concern - Ít quan tâm
455,Spangled Cotinga,,Cotinga cayana,Passeriformes - Bộ Sẻ,Cotingidae,"Spangled Cotinga là một loài chim có kích thước trung bình, đạt chiều dài khoảng 20-22 cm. Chim đực có lông màu xanh lam sáng rực, đầu và cổ màu đen, cánh và đuôi có màu xanh đen. Chim cái có lông màu xám xanh nhạt với một vằn màu đen trên đầu và cổ.","Spangled Cotinga sinh sống trong các khu rừng nguyên sinh và rừng mưa nhiệt đới ở Trung và Nam Mỹ. Chúng phân bố từ Costa Rica, Panama, Colombia, Venezuela cho đến Brasil và miền bắc Argentina.","Spangled Cotinga ăn chủ yếu các loại trái cây, như quả mọng và quả nhựa. Chúng cũng có thể ăn côn trùng nhỏ và một số loại mật hoa.",Least Concern - Ít quan tâm
456,Splendid Wren,Hồng tước lộng lẫy,Malurus splendens,Passeriformes - Bộ Sẻ,Maluridae,"Splendid Wren là một loài chim nhỏ có kích thước trung bình, đạt chiều dài khoảng 14-15 cm. Chim đực có lông màu xanh lam sáng rực, đầu và cổ màu đen, có một mảng màu đỏ trên vai. Chim cái có lông màu nâu nhạt với các đốm và vằn màu nâu đen trên lưng.",Splendid Wren phân bố ở miền bắc và miền trung Úc. Chúng thường sinh sống trong các khu vực rừng và cánh đồng với cây bụi và cây cỏ dày đặc.,"Splendid Wren ăn chủ yếu các loại côn trùng nhỏ, bao gồm côn trùng bay, kiến, con nhộng và giun.",Least Concern - Ít quan tâm
457,Spoon-billed Sandpiper,Dẽ mỏ thìa,Calidris pygmaea,Charadriiformes - Bộ Cun cút,Scolopacidae - Họ Rẽ,"Spoon-billed Sandpiper là một loài chim cỡ nhỏ, có chiều dài khoảng 14-16 cm. Chim trưởng thành có màu lông mảnh mai với phần lưng và cánh màu nâu đậm và bụng màu trắng. Đặc biệt, chúng có mỏ hình thìa thuộc nhóm chim duy nhất có đặc điểm này.","Spoon-billed Sandpiper sinh sống trong vùng biển Đông Bắc Á, đặc biệt là ở các vùng cửa sông, bãi cát và đầm lầy ven biển. Loài chim này có một quãng đường di cư dài từ vùng đông bắc Nga đến Đông Nam Á, nhưng số lượng cá thể đang giảm mạnh.","Chủ yếu là các loài động vật nhỏ như giun, cua, con trùng và các sinh vật biển nhỏ.",Critically Endangered - Cực kỳ nguy cấp
